irn,identifier,title,title_length,number_of_images,media_irn,media_title,media_type,contentUrl,thumbnailUrl,rights_title,width,height,description,cleanDescription,observedDimension,creator,createdDate,createdPlace,lat,long,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine,qualityScore,CO_url,CO_url_text
1483046,RB001054/022a,"Scene in a New Zealand forest near Porirua, Plate 6. From the book: The New Zealanders",86,,364748,"RB001054/022a; Scene in a New Zealand forest near Porirua, Plate 6. From the book: The New Zealanders; 1847; Angas, George French; printing paper",ImageObject,https://media.tepapa.govt.nz/collection/364748/full,https://media.tepapa.govt.nz/collection/364748/thumb,No Known Copyright Restrictions,6916,9313,"PLATE VI.
<P class=div1>SCENE IN A NEW ZEALAND FOREST.</P>
<P class=div1>THERE is no country in the world so rich in <I>ferns</I> as New Zealand--the variety and elegance of their forms from the most minute species, to the giant tribe, is astonishing-- some attain a height of forty feet, whilst others of exquisite beauty are extremely small.</P>
<P class=div1>Two examples of the tree-ferns are figured in the accompanying scene--the <I>Cyathea medullaris,</I> and the <I>Cyathea dealbata;</I> the pulp of the former, at certain seasons of the year, is used as food by the natives, and when boiled, resembles apple sauce.</P>
<P class=div1>During night, the forests frequently present a most beautiful appearance--the decaying and fallen trees, and the whole surface of the ground, covered with decomposed vegetable matter, sparkles with phosphorescence in every direction.</P>
<P class=div1>So exuberant is vegetable life in these damp and gloomy forests, that it is difficult to find a single space, even on the trunks of the largest trees, not covered with plants; the warm and silent dells, eternally shaded from the sunbeams, by their lofty canopy of foliage, and fed with the ceaseless moisture that drops from every spray, are filled with palms, ferns, and countless parasites--all luxuriant to excess; and amid the gloom of these Antipodeal forests, there reigns a solemn and almost unbroken stillness. A vast portion of New Zealand, is covered with forest-clad mountains, yielding some of the finest timber, and the most ornamental and elegant woods in the world.</P>
<P class=div1>Text for plate 6: <SPAN class=SearchResultsText style=""FONT-WEIGHT: bold"">The New Zealanders illustrated</SPAN><SPAN class=SearchResultsText style=""FONT-WEIGHT: bold""></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText> / </SPAN><SPAN class=SearchResultsText>by George French Angas</SPAN><SPAN class=SearchResultsText>.</SPAN><SPAN class=SearchResultsText> -- </SPAN><SPAN class=SearchResultsText>London</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>: </SPAN><SPAN class=SearchResultsText>Thomas M'Lean</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>, </SPAN><SPAN class=SearchResultsText>1847 (RB001054)<B><FONT size=1></P></B></FONT></SPAN>","PLATE VI.
SCENE IN A NEW ZEALAND FOREST.
THERE is no country in the world so rich in ferns as New Zealand--the variety and elegance of their forms from the most minute species, to the giant tribe, is astonishing-- some attain a height of forty feet, whilst others of exquisite beauty are extremely small.
Two examples of the tree-ferns are figured in the accompanying scene--the Cyathea medullaris, and the Cyathea dealbata; the pulp of the former, at certain seasons of the year, is used as food by the natives, and when boiled, resembles apple sauce.
During night, the forests frequently present a most beautiful appearance--the decaying and fallen trees, and the whole surface of the ground, covered with decomposed vegetable matter, sparkles with phosphorescence in every direction.
So exuberant is vegetable life in these damp and gloomy forests, that it is difficult to find a single space, even on the trunks of the largest trees, not covered with plants; the warm and silent dells, eternally shaded from the sunbeams, by their lofty canopy of foliage, and fed with the ceaseless moisture that drops from every spray, are filled with palms, ferns, and countless parasites--all luxuriant to excess; and amid the gloom of these Antipodeal forests, there reigns a solemn and almost unbroken stillness. A vast portion of New Zealand, is covered with forest-clad mountains, yielding some of the finest timber, and the most ornamental and elegant woods in the world.
Text for plate 6: The New Zealanders illustrated / by George French Angas. -- London: Thomas M'Lean, 1847 (RB001054)",,"after George French Angas, Mr J W Giles (engraver (printmaker))",1847,,,,,,"printing paper, printing ink",colour lithographs,,Porirua,,Gift of Charles Rooking Carter,6.6666665,https://collections.tepapa.govt.nz/object/1483046,Te Papa Collections Online
1483046,RB001054/022a,"Scene in a New Zealand forest near Porirua, Plate 6. From the book: The New Zealanders",86,,328881,"RB001054/022a; Scene in a New Zealand forest near Porirua, Plate 6. From the book: The New Zealanders; 1847; Angas, George French; printing paperh",ImageObject,https://media.tepapa.govt.nz/collection/328881/full,https://media.tepapa.govt.nz/collection/328881/thumb,No Known Copyright Restrictions,5188,7282,"PLATE VI.
<P class=div1>SCENE IN A NEW ZEALAND FOREST.</P>
<P class=div1>THERE is no country in the world so rich in <I>ferns</I> as New Zealand--the variety and elegance of their forms from the most minute species, to the giant tribe, is astonishing-- some attain a height of forty feet, whilst others of exquisite beauty are extremely small.</P>
<P class=div1>Two examples of the tree-ferns are figured in the accompanying scene--the <I>Cyathea medullaris,</I> and the <I>Cyathea dealbata;</I> the pulp of the former, at certain seasons of the year, is used as food by the natives, and when boiled, resembles apple sauce.</P>
<P class=div1>During night, the forests frequently present a most beautiful appearance--the decaying and fallen trees, and the whole surface of the ground, covered with decomposed vegetable matter, sparkles with phosphorescence in every direction.</P>
<P class=div1>So exuberant is vegetable life in these damp and gloomy forests, that it is difficult to find a single space, even on the trunks of the largest trees, not covered with plants; the warm and silent dells, eternally shaded from the sunbeams, by their lofty canopy of foliage, and fed with the ceaseless moisture that drops from every spray, are filled with palms, ferns, and countless parasites--all luxuriant to excess; and amid the gloom of these Antipodeal forests, there reigns a solemn and almost unbroken stillness. A vast portion of New Zealand, is covered with forest-clad mountains, yielding some of the finest timber, and the most ornamental and elegant woods in the world.</P>
<P class=div1>Text for plate 6: <SPAN class=SearchResultsText style=""FONT-WEIGHT: bold"">The New Zealanders illustrated</SPAN><SPAN class=SearchResultsText style=""FONT-WEIGHT: bold""></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText> / </SPAN><SPAN class=SearchResultsText>by George French Angas</SPAN><SPAN class=SearchResultsText>.</SPAN><SPAN class=SearchResultsText> -- </SPAN><SPAN class=SearchResultsText>London</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>: </SPAN><SPAN class=SearchResultsText>Thomas M'Lean</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>, </SPAN><SPAN class=SearchResultsText>1847 (RB001054)<B><FONT size=1></P></B></FONT></SPAN>","PLATE VI.
SCENE IN A NEW ZEALAND FOREST.
THERE is no country in the world so rich in ferns as New Zealand--the variety and elegance of their forms from the most minute species, to the giant tribe, is astonishing-- some attain a height of forty feet, whilst others of exquisite beauty are extremely small.
Two examples of the tree-ferns are figured in the accompanying scene--the Cyathea medullaris, and the Cyathea dealbata; the pulp of the former, at certain seasons of the year, is used as food by the natives, and when boiled, resembles apple sauce.
During night, the forests frequently present a most beautiful appearance--the decaying and fallen trees, and the whole surface of the ground, covered with decomposed vegetable matter, sparkles with phosphorescence in every direction.
So exuberant is vegetable life in these damp and gloomy forests, that it is difficult to find a single space, even on the trunks of the largest trees, not covered with plants; the warm and silent dells, eternally shaded from the sunbeams, by their lofty canopy of foliage, and fed with the ceaseless moisture that drops from every spray, are filled with palms, ferns, and countless parasites--all luxuriant to excess; and amid the gloom of these Antipodeal forests, there reigns a solemn and almost unbroken stillness. A vast portion of New Zealand, is covered with forest-clad mountains, yielding some of the finest timber, and the most ornamental and elegant woods in the world.
Text for plate 6: The New Zealanders illustrated / by George French Angas. -- London: Thomas M'Lean, 1847 (RB001054)",,"after George French Angas, Mr J W Giles (engraver (printmaker))",1847,,,,,,"printing paper, printing ink",colour lithographs,,Porirua,,Gift of Charles Rooking Carter,6.6666665,https://collections.tepapa.govt.nz/object/1483046,Te Papa Collections Online
1483265,RB001054/066a,"The volcanic region of pumice hills, looking towards Tongariro and the Ruapahu. Plate 28. From the book: The New Zealanders",123,,364836,"RB001054/066a; The volcanic region of pumice hills, looking towards Tongariro and the Ruapahu. Plate 28. From the book: The New Zealanders; 1847; Angas, George French; printing paper ; cropped",ImageObject,https://media.tepapa.govt.nz/collection/364836/full,https://media.tepapa.govt.nz/collection/364836/thumb,No Known Copyright Restrictions,6197,5190,"PLATE XXVIII.
<P class=div1>THE VOLCANIC REGION OF PUMICE HILLS, LOOKING TOWARDS TONGARIRO AND THE RUAPAHU.</P>
<P class=div1>THE Tongariro is the great centre of volcanic action in New Zealand; beyond it, rises the lofty mountain of Ruapahu, and, extending southwards, are other snowy ranges. The altitude of these two remarkable mountains is very considerable, and probably exceeds ten thousand feet: they are covered with perpetual snow, that on the Ruapahu especially, extending very far down its sides; the heat and steam arising from the crater of Tongariro, cause much of the snow there to melt, which, running down the fissures of the mountain, descends in dark and troubled torrents to the lakes beneath.</P>
<P class=div1>The accompanying plate represents a scene between Taupo and Otawhao, not many miles from the native village of Tutukamauna; it was thus described in my journal at the moment: ""Nov. 4th. A splendid sunrise ushered in a cloudless day. There was ice this morning as thick as a half-crown on the loose hills of pumice that bordered the stream at the foot of the hill of Tutukamauna: All day we travelled through a grassy but wild-looking country: pumice was everywhere thickly scattered about, and the whole region was exceedingly desolate. The views of the Ruapahu and Tongariro from this point were magnificent; the broad unsullied snows of the former stood out like a pearly cloud against the blue sky; the high snowy ranges of the Ruatahina mountains stretched away towards the south, and the scene was one of vastness and solitary grandeur.</P>
<P class=div1>The little stream that winds along between the abrupt pumice hills, is a tributary of the Waipapa: the trees on its margin are the <I>ti,</I> a species of <I>dracaena,</I> or dragon-tree <I>(Dracaena Australis).</I></P>
<P class=div1>My native guides, Rihia, and E Pera, are seen pursuing the path over the rise of one of these miniature volcanic hills; they have their <I>toko tokos,</I> or travelling sticks, and each bears upon his back a <I>pikau,</I> or bundle, containing my slender stock of baggage, and a supply of sketching materials; with tobacco for presenting to the natives in return for their hospitality, where we had occasion to halt for food.</P>
<P class=div1>Text for plate 28: <SPAN class=SearchResultsText style=""FONT-WEIGHT: bold"">The New Zealanders illustrated</SPAN><SPAN class=SearchResultsText style=""FONT-WEIGHT: bold""></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText> / </SPAN><SPAN class=SearchResultsText>by George French Angas</SPAN><SPAN class=SearchResultsText>.</SPAN><SPAN class=SearchResultsText> -- </SPAN><SPAN class=SearchResultsText>London</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>: </SPAN><SPAN class=SearchResultsText>Thomas M'Lean</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>, </SPAN><SPAN class=SearchResultsText>1847 (RB001054)<B><FONT size=1></P></B></FONT></SPAN>","PLATE XXVIII.
THE VOLCANIC REGION OF PUMICE HILLS, LOOKING TOWARDS TONGARIRO AND THE RUAPAHU.
THE Tongariro is the great centre of volcanic action in New Zealand; beyond it, rises the lofty mountain of Ruapahu, and, extending southwards, are other snowy ranges. The altitude of these two remarkable mountains is very considerable, and probably exceeds ten thousand feet: they are covered with perpetual snow, that on the Ruapahu especially, extending very far down its sides; the heat and steam arising from the crater of Tongariro, cause much of the snow there to melt, which, running down the fissures of the mountain, descends in dark and troubled torrents to the lakes beneath.
The accompanying plate represents a scene between Taupo and Otawhao, not many miles from the native village of Tutukamauna; it was thus described in my journal at the moment: ""Nov. 4th. A splendid sunrise ushered in a cloudless day. There was ice this morning as thick as a half-crown on the loose hills of pumice that bordered the stream at the foot of the hill of Tutukamauna: All day we travelled through a grassy but wild-looking country: pumice was everywhere thickly scattered about, and the whole region was exceedingly desolate. The views of the Ruapahu and Tongariro from this point were magnificent; the broad unsullied snows of the former stood out like a pearly cloud against the blue sky; the high snowy ranges of the Ruatahina mountains stretched away towards the south, and the scene was one of vastness and solitary grandeur.
The little stream that winds along between the abrupt pumice hills, is a tributary of the Waipapa: the trees on its margin are the ti, a species of dracaena, or dragon-tree (Dracaena Australis).
My native guides, Rihia, and E Pera, are seen pursuing the path over the rise of one of these miniature volcanic hills; they have their toko tokos, or travelling sticks, and each bears upon his back a pikau, or bundle, containing my slender stock of baggage, and a supply of sketching materials; with tobacco for presenting to the natives in return for their hospitality, where we had occasion to halt for food.
Text for plate 28: The New Zealanders illustrated / by George French Angas. -- London: Thomas M'Lean, 1847 (RB001054)",,"after George French Angas, Mr J W Giles (engraver (printmaker))",1847,,,,,,"printing paper, printing ink",colour lithographs,,"Tongariro, Mount, Ruapehu, Mount",,Gift of Charles Rooking Carter,6.8333335,https://collections.tepapa.govt.nz/object/1483265,Te Papa Collections Online
1483265,RB001054/066a,"The volcanic region of pumice hills, looking towards Tongariro and the Ruapahu. Plate 28. From the book: The New Zealanders",123,,364837,"RB001054/066a; The volcanic region of pumice hills, looking towards Tongariro and the Ruapahu. Plate 28. From the book: The New Zealanders; 1847; Angas, George French; printing paper",ImageObject,https://media.tepapa.govt.nz/collection/364837/full,https://media.tepapa.govt.nz/collection/364837/thumb,No Known Copyright Restrictions,8931,6965,"PLATE XXVIII.
<P class=div1>THE VOLCANIC REGION OF PUMICE HILLS, LOOKING TOWARDS TONGARIRO AND THE RUAPAHU.</P>
<P class=div1>THE Tongariro is the great centre of volcanic action in New Zealand; beyond it, rises the lofty mountain of Ruapahu, and, extending southwards, are other snowy ranges. The altitude of these two remarkable mountains is very considerable, and probably exceeds ten thousand feet: they are covered with perpetual snow, that on the Ruapahu especially, extending very far down its sides; the heat and steam arising from the crater of Tongariro, cause much of the snow there to melt, which, running down the fissures of the mountain, descends in dark and troubled torrents to the lakes beneath.</P>
<P class=div1>The accompanying plate represents a scene between Taupo and Otawhao, not many miles from the native village of Tutukamauna; it was thus described in my journal at the moment: ""Nov. 4th. A splendid sunrise ushered in a cloudless day. There was ice this morning as thick as a half-crown on the loose hills of pumice that bordered the stream at the foot of the hill of Tutukamauna: All day we travelled through a grassy but wild-looking country: pumice was everywhere thickly scattered about, and the whole region was exceedingly desolate. The views of the Ruapahu and Tongariro from this point were magnificent; the broad unsullied snows of the former stood out like a pearly cloud against the blue sky; the high snowy ranges of the Ruatahina mountains stretched away towards the south, and the scene was one of vastness and solitary grandeur.</P>
<P class=div1>The little stream that winds along between the abrupt pumice hills, is a tributary of the Waipapa: the trees on its margin are the <I>ti,</I> a species of <I>dracaena,</I> or dragon-tree <I>(Dracaena Australis).</I></P>
<P class=div1>My native guides, Rihia, and E Pera, are seen pursuing the path over the rise of one of these miniature volcanic hills; they have their <I>toko tokos,</I> or travelling sticks, and each bears upon his back a <I>pikau,</I> or bundle, containing my slender stock of baggage, and a supply of sketching materials; with tobacco for presenting to the natives in return for their hospitality, where we had occasion to halt for food.</P>
<P class=div1>Text for plate 28: <SPAN class=SearchResultsText style=""FONT-WEIGHT: bold"">The New Zealanders illustrated</SPAN><SPAN class=SearchResultsText style=""FONT-WEIGHT: bold""></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText> / </SPAN><SPAN class=SearchResultsText>by George French Angas</SPAN><SPAN class=SearchResultsText>.</SPAN><SPAN class=SearchResultsText> -- </SPAN><SPAN class=SearchResultsText>London</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>: </SPAN><SPAN class=SearchResultsText>Thomas M'Lean</SPAN><SPAN class=SearchResultsText></SPAN><SPAN class=SearchResultsText>, </SPAN><SPAN class=SearchResultsText>1847 (RB001054)<B><FONT size=1></P></B></FONT></SPAN>","PLATE XXVIII.
THE VOLCANIC REGION OF PUMICE HILLS, LOOKING TOWARDS TONGARIRO AND THE RUAPAHU.
THE Tongariro is the great centre of volcanic action in New Zealand; beyond it, rises the lofty mountain of Ruapahu, and, extending southwards, are other snowy ranges. The altitude of these two remarkable mountains is very considerable, and probably exceeds ten thousand feet: they are covered with perpetual snow, that on the Ruapahu especially, extending very far down its sides; the heat and steam arising from the crater of Tongariro, cause much of the snow there to melt, which, running down the fissures of the mountain, descends in dark and troubled torrents to the lakes beneath.
The accompanying plate represents a scene between Taupo and Otawhao, not many miles from the native village of Tutukamauna; it was thus described in my journal at the moment: ""Nov. 4th. A splendid sunrise ushered in a cloudless day. There was ice this morning as thick as a half-crown on the loose hills of pumice that bordered the stream at the foot of the hill of Tutukamauna: All day we travelled through a grassy but wild-looking country: pumice was everywhere thickly scattered about, and the whole region was exceedingly desolate. The views of the Ruapahu and Tongariro from this point were magnificent; the broad unsullied snows of the former stood out like a pearly cloud against the blue sky; the high snowy ranges of the Ruatahina mountains stretched away towards the south, and the scene was one of vastness and solitary grandeur.
The little stream that winds along between the abrupt pumice hills, is a tributary of the Waipapa: the trees on its margin are the ti, a species of dracaena, or dragon-tree (Dracaena Australis).
My native guides, Rihia, and E Pera, are seen pursuing the path over the rise of one of these miniature volcanic hills; they have their toko tokos, or travelling sticks, and each bears upon his back a pikau, or bundle, containing my slender stock of baggage, and a supply of sketching materials; with tobacco for presenting to the natives in return for their hospitality, where we had occasion to halt for food.
Text for plate 28: The New Zealanders illustrated / by George French Angas. -- London: Thomas M'Lean, 1847 (RB001054)",,"after George French Angas, Mr J W Giles (engraver (printmaker))",1847,,,,,,"printing paper, printing ink",colour lithographs,,"Tongariro, Mount, Ruapehu, Mount",,Gift of Charles Rooking Carter,6.8333335,https://collections.tepapa.govt.nz/object/1483265,Te Papa Collections Online
1484240,RB001037/001a,Kiwi,4,,360461,RB001037/001a; Kiwi; 1880s; Unknown,ImageObject,https://media.tepapa.govt.nz/collection/360461/full,https://media.tepapa.govt.nz/collection/360461/thumb,No Known Copyright Restrictions,4608,3456,,,"Image: 210mm (height), 265mm (length), Secondary support: 310mm (height), 410mm (length)",Unknown (photographer),1880s,France,46.0,2.0,albumen process,albumen silver print,"silver, albumen, paper, mounting board","photographic prints, albumen prints, vintage prints",,Birds,,,5.8333335,https://collections.tepapa.govt.nz/object/1484240,Te Papa Collections Online
1484244,RB001037/003a,Kiwi,4,,360462,RB001037/003a; Kiwi; 1880s; Unknown,ImageObject,https://media.tepapa.govt.nz/collection/360462/full,https://media.tepapa.govt.nz/collection/360462/thumb,No Known Copyright Restrictions,4608,3456,,,"Image: 210mm (height), 265mm (length), Secondary support: 310mm (height), 410mm (length)",Unknown (photographer),1880s,France,46.0,2.0,albumen process,albumen silver print,"silver, albumen, paper, mounting board","photographic prints, albumen prints, vintage prints",,Birds,,,5.8333335,https://collections.tepapa.govt.nz/object/1484244,Te Papa Collections Online
1484245,RB001037/015a,"Upper end of a tibia D. Maximus, Moa",36,,370145,"RB001037/015a; Upper end of a tibia D. Maximus, Moa; 1880s; Unknown ; without frame",ImageObject,https://media.tepapa.govt.nz/collection/370145/full,https://media.tepapa.govt.nz/collection/370145/thumb,No Known Copyright Restrictions,4867,3932,,,"Image: 267mm (width), 203mm (height), Support: 267mm (width), 203mm (height), Secondary support: 410mm (width), 310mm (height)",Unknown Organisation (photographer),1880s,France,46.0,2.0,albumen process,albumen silver print,"silver, albumen, paper, mounting board","photographic prints, albumen prints, vintage prints",,"Birds, Bones (Body parts), Dinornithidae",,,5.8333335,https://collections.tepapa.govt.nz/object/1484245,Te Papa Collections Online
1488163,RB001206/020a,"Hatteria Punctata. Plate 20. From the book The zoology of the voyage of H.M.S. Erebus & Terror 1839 - 1843. Vol. 2 Reptiles, Fishes, Crustacea, Insects, Mollusca",161,,22069,"Lithotint of tuatara by J Ford, published in The Zoology of the Voyage of H.M.S. Erebus & Terror, 1943",ImageObject,https://media.tepapa.govt.nz/collection/22069/full,https://media.tepapa.govt.nz/collection/22069/thumb,No Known Copyright Restrictions,3330,2639,,,,after J Ford,1845,,,,,,"printing paper, printing ink",rare books,,Sphenodon,,,4.8262224,https://collections.tepapa.govt.nz/object/1488163,Te Papa Collections Online
1488257,RB001201/015a,"Glaucope cendre male (Novelle-Zelande). Oiseaux Plate 15. From the book: Voyage de la corvette l'Astrolabe execute pendant les annees 1826-1827-1828-1829. Zoologique Atlas, Tome II",180,,539240,"RB001201/015a; Glaucope cendre male (Novelle-Zelande). Oiseaux Plate 15. From the book: Voyage de la corvette l'Astrolabe execute pendant les annees 1826-1827-1828-1829. Zoologique Atlas, Tome II; 1833; Prêtre, Jean-Gabriel; Lithographed hand-coloured [watercolour] i",ImageObject,https://media.tepapa.govt.nz/collection/539240/full,https://media.tepapa.govt.nz/collection/539240/thumb,No Known Copyright Restrictions,4659,7634,,,,after Jean-Gabriel Prêtre,1833,France,46.0,2.0,,Lithographed hand-coloured [watercolour] illustration,"watercolour, printing paper, printing ink",,,Callaeas cinerea wilsoni,South Island,Gift of Charles Rooking Carter,5.5,https://collections.tepapa.govt.nz/object/1488257,Te Papa Collections Online
1495056,RB000268/014a,"A Native of Otaheite, in the dress of his Country. Plate 3. From the book: A journal of a voyage to the South Seas, in his Majesty's ship the Endeavour",151,,369439,"RB000268/014a; A Native of Otaheite, in the dress of his Country. Plate 3. From the book: A journal of a voyage to the South Seas, in his Majesty's ship the Endeavour; 1784; Parkinson, Sydney; printing paper; printing; London ; cropped",ImageObject,https://media.tepapa.govt.nz/collection/369439/full,https://media.tepapa.govt.nz/collection/369439/thumb,No Known Copyright Restrictions,5688,7064,,,,"after Sydney Parkinson, Richard Godfrey (engraver (printmaker))",1784,London,51.5,-0.167,printing,,"printing paper, ink",rare books,,"Voyages around the world, Discovery & exploration, Indigenous peoples",Tahitian,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1495056,Te Papa Collections Online
1495056,RB000268/014a,"A Native of Otaheite, in the dress of his Country. Plate 3. From the book: A journal of a voyage to the South Seas, in his Majesty's ship the Endeavour",151,,369440,"RB000268/014a; A Native of Otaheite, in the dress of his Country. Plate 3. From the book: A journal of a voyage to the South Seas, in his Majesty's ship the Endeavour; 1784; Parkinson, Sydney; printing paper; printing; London",ImageObject,https://media.tepapa.govt.nz/collection/369440/full,https://media.tepapa.govt.nz/collection/369440/thumb,No Known Copyright Restrictions,6812,8943,,,,"after Sydney Parkinson, Richard Godfrey (engraver (printmaker))",1784,London,51.5,-0.167,printing,,"printing paper, ink",rare books,,"Voyages around the world, Discovery & exploration, Indigenous peoples",Tahitian,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1495056,Te Papa Collections Online
1496403,RB000261/Ia,A General Chart : Exhibiting the discoveries made by Capt.n James Cook in this and his preceeding Voyages : with the tracks of the Ships under his Command. Plate 1. From the book: Folio of Plates to Captain Cook's Voyages,221,,370598,"RB000261/Ia; A General Chart : Exhibiting the discoveries made by Capt.n James Cook in this and his preceeding Voyages : with the tracks of the Ships under his Command. Plate 1. From the book: Folio of Plates to Captain Cook's Voyages; 1784; Roberts,",ImageObject,https://media.tepapa.govt.nz/collection/370598/full,https://media.tepapa.govt.nz/collection/370598/thumb,No Known Copyright Restrictions,8841,5643,,,,"Lieutenant Henry Roberts RN (cartographer), W Palmer (engraver (printmaker)), Lords Commissioners of the Admiralty (publisher)",1784,United Kingdom,54.0,-4.5,printing,,"printing paper, ink",rare books,cartography,,,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1496403,Te Papa Collections Online
1498640,RB000261/047a,"Tereoboo, King of Owyhee, bringing Presents to Cap.J Cook.  Plate 61. From the book: Folio of Plates to Captain Cook's Voyages",126,,370673,"RB000261/047a; Tereoboo, King of Owyhee, bringing Presents to Cap.T Cook.  Plate 61. From the book: Folio of Plates to Captain Cook's Voyages; 1784; Webber, John; printing paper; printing ; view 02",ImageObject,https://media.tepapa.govt.nz/collection/370673/full,https://media.tepapa.govt.nz/collection/370673/thumb,No Known Copyright Restrictions,8391,5665,,,,"after John Webber, Benjamin Pouncy (engraver (printmaker))",1784,London,51.5,-0.167,printing,,"printing paper, ink","rare books, prints, engravings",,"Indigenous peoples, Canoes, Sailing, Hawaiian Islands, Hawaiian",,Gift of Charles Rooking Carter,6.0833335,https://collections.tepapa.govt.nz/object/1498640,Te Papa Collections Online
1500085,RB000261/059a,A White Bear. Plate 73. From the book: Folio of Plates to Captain Cook's Voyages,80,,370697,"RB000261/059a; A White Bear. Plate 73. From the book: Folio of Plates to Captain Cook's Voyages; 1784; Webber, John; printing paper; printing ; view 02",ImageObject,https://media.tepapa.govt.nz/collection/370697/full,https://media.tepapa.govt.nz/collection/370697/thumb,No Known Copyright Restrictions,8336,6800,,,,"after John Webber, Peter Mazell (engraver (printmaker))",1784,,,,printing,,"printing paper, ink",rare books,,"Arctic Ocean, Ursus maritimus",,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1500085,Te Papa Collections Online
1500149,RB000261/072a,Chart of Van Diemens Land. Plate 5. From the book: Folio of Plates to Captain Cook's Voyages,92,,370726,RB000261/072a; Chart of Van Diemens Land. Plate 5. From the book: Folio of Plates to Captain Cook's Voyages; 1784; printing paper; printing ; view 02,ImageObject,https://media.tepapa.govt.nz/collection/370726/full,https://media.tepapa.govt.nz/collection/370726/thumb,No Known Copyright Restrictions,8542,6094,,,,Thomas Harmar,1784,,,,printing,,"printing paper, ink",rare books,,Tasmania,,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1500149,Te Papa Collections Online
1500149,RB000261/072a,Chart of Van Diemens Land. Plate 5. From the book: Folio of Plates to Captain Cook's Voyages,92,,370725,RB000261/072a; Chart of Van Diemens Land. Plate 5. From the book: Folio of Plates to Captain Cook's Voyages; 1784; printing paper; printing ; view 01,ImageObject,https://media.tepapa.govt.nz/collection/370725/full,https://media.tepapa.govt.nz/collection/370725/thumb,No Known Copyright Restrictions,9176,7136,,,,Thomas Harmar,1784,,,,printing,,"printing paper, ink",rare books,,Tasmania,,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1500149,Te Papa Collections Online
1500160,RB000261/076a,"Christmas Island latitude 1* 58'N. longitude 202* 28' E. discovered in the ships Resolution and Discovery 1777, variation 6* 0' E. Plate 32. From the book: Folio of Plates to Captain Cook's Voyages",197,,370733,"RB000261/076a; Christmas Island latitude 1* 58'N. longitude 202* 28' E. discovered in the ships Resolution and Discovery 1777, variation 6* 0' E. Plate 32. From the book: Folio of Plates to Captain Cook's Voyages; 1784; printing paper; printing",ImageObject,https://media.tepapa.govt.nz/collection/370733/full,https://media.tepapa.govt.nz/collection/370733/thumb,No Known Copyright Restrictions,3924,3517,,,,,1784,,,,printing,,"printing paper, ink",rare books,,Kiribati,,Gift of Charles Rooking Carter,5.5,https://collections.tepapa.govt.nz/object/1500160,Te Papa Collections Online
1500188,RB000261/079a,"Sketch of the harbour of Samganooda on the Island of Oonalaska Lat. 53* 55'N, Long. 193* 30'E, variation 20* 3' E 1778. Plate 55. From the book: Folio of Plates to Captain Cook's Voyages",186,,370739,"RB000261/079a; Sketch of the harbour of Samganooda on the Island of Oonalaska Lat. 53* 55'N, Long. 193* 30'E, variation 20* 3' E 1778. Plate 55. From the book: Folio of Plates to Captain Cook's Voyages; 1784; printing paper; printing",ImageObject,https://media.tepapa.govt.nz/collection/370739/full,https://media.tepapa.govt.nz/collection/370739/thumb,No Known Copyright Restrictions,3588,3481,,,,Thomas Harmar,1784,,,,printing,,"printing paper, ink",rare books,,"Unalaska Island, Alaska",,Gift of Charles Rooking Carter,5.3333335,https://collections.tepapa.govt.nz/object/1500188,Te Papa Collections Online
